"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"AARS1",3124.50637691338,2329.33780472508,3388.00862976029,2431.77369719191,3196.10741721756,2458.32004879917,4431.33733999974,2136.57067216314
"AARS1P1",0,0,0,0,0,0,0,0
"AARS2",565.59260625459,337.244193950096,456.800558700039,189.021274427008,425.123262226053,297.348534028463,348.691813384292,217.5841966187
"AARSD1",11.7831792969706,15.6857764627951,11.953659480001,6.00067537863519,11.0975951986721,8.59802989961821,10.9307778490374,6.36831794981562
"AARSD1P1",1.96386321616177,4.48165041794147,1.70766564000014,1.5001688446588,0.853661169128621,1.4330049832697,4.37231113961494,1.06138632496927
"AASDH",271.995055438405,235.286646941927,293.718490080025,264.029716659948,260.366656584229,280.152474229227,315.89947983718,287.635694066672
"AASDHPPT",482.128419567715,537.798050152976,496.930701240042,552.062134834437,527.562602521488,494.386719228047,500.629625485911,479.74661888611
"AASS",485.074214391958,1063.27156165661,482.415543300041,982.610593251512,385.001187277008,743.01308382534,488.60576985197,1170.7091164411
"AATBC",2.94579482424266,1.12041260448537,10.2459938400009,3.00033768931759,4.2683058456431,2.14950747490455,7.65154449432615,1.06138632496927
"AATK",3.92772643232354,3.3612378134561,4.26916410000036,1.5001688446588,1.70732233825724,1.4330049832697,12.0238556339411,2.12277264993854
"ABAT",296.543345640428,711.462003848208,300.549152640025,679.576486630435,320.122938423233,656.316282337523,324.644102116409,717.497155679226
"ABCA1",5499.79893686104,5942.66845419039,7393.33838838063,8427.94856929312,9406.49242262827,8172.4274195871,8953.4001361465,10743.3523813389
"ABCA10",247.446765236383,132.208687329273,255.296013180022,99.0111437474806,217.683598127798,52.3046818893441,175.985523369501,55.192088898402
"ABCA11P",5.89158964848531,3.3612378134561,6.83066256000058,18.0020261359056,10.2439340295434,11.4640398661576,9.83770006413362,3.18415897490781
"ABCA12",9.81931608080886,3.3612378134561,9.3921610200008,4.50050653397639,5.97562818390034,2.8660099665394,4.37231113961494,0
"ABCA13",18.6567005535368,11.2041260448537,46.960805100004,33.0037145824935,67.439232361161,82.3977865380078,42.6300336112457,32.9029760740474
"ABCA17P",5.89158964848531,1.12041260448537,8.53832820000072,1.5001688446588,0,2.14950747490455,8.74462227922989,1.06138632496927
"ABCA2",1219.55905723646,937.785349954252,1297.82588640011,1099.6237631349,1223.29645536131,1738.23504470615,1540.14659892936,1518.84383103102
"ABCA3",120.777587793949,80.6697075229465,192.112384500016,211.52380709689,52.9269924859745,54.4541893642486,162.868589950657,219.706969268639
"ABCA4",12.7651109050515,40.3348537614732,35.007145620003,57.0064160970343,13.6585787060579,63.7687217555017,32.7923335471121,55.192088898402
"ABCA5",326.001293882854,369.736159480171,518.276521740044,588.066187106249,355.976707526635,320.993116252413,584.796614923499,418.186212037892
"ABCA6",1486.64445463446,3009.4282556477,1520.67625242013,3459.38935578319,1521.2242033872,2446.13950644138,1790.46141167232,4026.89971693341
"ABCA7",156.127125684861,103.077959612654,215.165870640018,97.5109749028218,205.732341759998,124.671433544464,158.496278811042,91.2792239473572
"ABCA8",4008.24482418618,5115.80395208019,4076.19788268034,4047.45554288944,4629.40452018451,3900.63956446013,3809.37608038952,4193.53736995358
"ABCA9",1096.81760622635,1724.31499830298,1901.48569014016,2421.2725152793,1574.15119587318,1307.6170472336,2400.3988156486,2883.78664494151
"ABCA9-AS1",0.981931608080886,0,0,0,0,0,0,0
"ABCB1",90.3377079434415,49.2981545973562,154.543740420013,114.012832194069,111.829613155849,76.665766604929,132.262411973352,60.4990205232484
"ABCB10",273.958918654567,317.076767069359,264.688174200022,358.540353873453,252.683706062072,337.472673560015,275.455601795741,355.564418864705
"ABCB10P3",0,0,0,0,0,0,1.09307778490374,0
"ABCB10P4",0.981931608080886,0,0,0,0.853661169128621,0.71650249163485,2.18615556980747,0
"ABCB11",0,0,0,0,0,0,0,0
"ABCB4",62.8436229171767,20.1674268807366,51.2299692000043,25.5028703591996,17.926884551701,12.8970448494273,56.8400448149943,23.3504991493239
"ABCB5",22.5844269858604,3.3612378134561,59.7682974000051,16.5018572912468,6.82928935302896,6.44852242471365,24.0477112678822,5.30693162484635
"ABCB6",32.4037430666692,42.575678970444,19.6381548600017,25.5028703591996,21.3415292282155,20.7785722574107,17.4892445584598,18.0435675244776
"ABCB7",291.633687600023,261.056136845091,306.525982380026,268.530223193925,325.244905438004,263.672916921625,309.341013127757,254.732717992625
"ABCB8",592.104759672774,622.949408093864,565.237326840048,558.062810213073,569.39199980879,593.980565565291,503.908858840622,477.623846236171
"ABCB9",86.4099815111179,45.9369167839001,72.5757897000061,54.0060784077167,63.1709265155179,34.3921195984728,68.8639004489353,37.1485213739244
"ABCC1",6115.47005512776,5141.57344198335,5473.92220902046,4113.46297205442,6382.8245615747,4500.3521499585,5328.75420140571,3852.83235963845
"ABCC10",585.231238416208,622.949408093864,636.105450900054,534.060108698532,425.123262226053,491.520709261507,492.978080991585,508.40404966028
"ABCC11",4.90965804040443,4.48165041794147,2.56149846000022,6.00067537863519,14.5122398751866,0.71650249163485,7.65154449432615,16.9821811995083
"ABCC12",0,0,0.853832820000072,0,0,0,0,2.12277264993854
"ABCC13",0,0,0,0,0,0,0,0
"ABCC2",17.6747689454559,23.5286646941927,7.68449538000065,13.5015196019292,11.9512563678007,7.88152740798335,15.3030889886523,23.3504991493239
"ABCC3",232.71779111517,382.06069812951,274.934168040023,399.04491267924,361.952335710535,868.401019861439,338.854113320158,448.966415462001
"ABCC4",1211.70360437181,1417.32194467399,779.549364660066,1396.65719437734,1530.61447624762,2100.78530547338,785.922927345786,1257.74279508858
"ABCC5",1011.38955632331,1021.81629529066,916.162615860077,1263.14216720271,1120.85711506588,1291.85399241764,997.980017617111,1485.94085495698
"ABCC5-AS1",0,0,0,0,0,0,1.09307778490374,1.06138632496927
"ABCC6",133.542698699,66.1043436646367,176.743393740015,79.5089487669163,191.220101884811,118.22291111975,169.427056660079,60.4990205232484
"ABCC6P1",56.9520332686914,22.4082520897073,50.3761363800043,21.0023638252232,56.341637162489,30.0931046486637,52.4677336753793,15.920794874539
"ABCC6P2",35.3495378909119,24.6490772986781,22.1996533200019,13.5015196019292,11.9512563678007,10.0310348828879,33.8854113320158,11.675249574662
"ABCC8",0,0,0,0,0,0,0,0
"ABCC9",427.140249515185,861.597292849247,587.43698016005,1294.64571294054,373.903592078336,806.065303089207,840.576816590973,1631.35078147777
"ABCD1",433.031839163671,531.075574526064,504.615196620043,471.053017222862,400.367088321323,402.674400298786,424.114180542649,516.895140260034
"ABCD1P2",0,0,0,0,0,0,0,0
"ABCD1P3",0,0,0,0,0,0,0,0
"ABCD1P4",0,1.12041260448537,0,0,0,0,0,0
"ABCD1P5",0,0,0,0,0,0,0,0
"ABCD2",1.96386321616177,1.12041260448537,1.70766564000014,1.5001688446588,0,0,0,1.06138632496927
"ABCD3",1115.47430677989,982.601854133667,910.185786120077,990.111437474806,1143.90596663235,1081.20225987699,1013.28310660576,946.756601872588
"ABCD4",637.273613644495,524.353098899152,670.258763700057,507.057069494673,546.343148242317,469.309132020827,654.753593157338,612.419909507268
"ABCE1",843.479251341481,1045.34495998485,762.472708260064,847.595397232221,986.832311512685,1219.48724076252,827.459883172128,856.5387642502
"ABCF1",1512.17467644456,1593.22672357819,1472.00778168012,1537.67306577527,1845.61544765608,1826.36485117723,1630.87205507637,1353.26756433582
"ABCF2",1055.57647868695,1503.59371521936,1061.31419526009,1320.14858329974,1365.00420943666,1673.74982045901,1015.46926217557,1204.67347884012
"ABCF2P1",0,0,0,0,0,1.4330049832697,0,0
"ABCF2P2",0,0,0,0,0,0,0,0
"ABCF3",762.960859478848,718.18447947512,839.317662060071,700.578850455658,830.612317562148,849.771955078933,707.221326832717,682.47140695524
"ABCG1",125.687245834353,168.061890672805,168.205065540014,190.521443271667,85.3661169128621,98.8773438456094,268.897135086319,574.210001808375
"ABCG2",36.3314694989928,16.8061890672805,28.1764830600024,45.0050653397639,38.4147526107879,22.2115772406804,41.536955826342,22.2891128243547
"ABCG4",5.89158964848531,6.7224756269122,9.3921610200008,6.00067537863519,11.9512563678007,8.59802989961821,6.55846670942241,8.49109059975416
"ABCG5",0,0,0,0,0,0,1.09307778490374,0
"ABCG8",0,0,0,0,0.853661169128621,0,0,0
"ABHD1",0.981931608080886,7.84288823139757,11.953659480001,6.00067537863519,3.41464467651448,5.7320199330788,3.27923335471121,4.24554529987708
"ABHD10",396.700369664678,252.092836009208,376.540273620032,277.531236261877,377.31823675485,247.909862105658,465.651136368991,266.407967567287
"ABHD11",105.066682064655,71.7064066870635,122.09809326001,57.0064160970343,97.3173732806627,67.351234213676,101.656233996047,88.0950649724494
"ABHD11-AS1",7.85545286464709,11.2041260448537,20.4919876800017,10.5011819126116,0.853661169128621,1.4330049832697,4.37231113961494,3.18415897490781
"ABHD12",1120.38396482029,1361.30131444972,1208.1734403001,1521.17120848402,1169.51580170621,1176.49709126442,1091.98470711883,1416.95074383397
"ABHD12B",8.83738447272797,6.7224756269122,7.68449538000065,3.00033768931759,6.82928935302896,7.88152740798335,4.37231113961494,5.30693162484635
"ABHD13",326.001293882854,389.903586360908,307.379815200026,486.05470566945,288.537475165474,373.297798141757,337.761035535254,367.239668439367
"ABHD14A",143.362014779809,131.088274724788,116.12126352001,117.013169883386,117.80524133975,123.238428561194,137.727800897871,96.5861555722035
"ABHD14A-ACY1",0,0,1.70766564000014,0,0,0,0,0
"ABHD14B",858.208225462694,1000.52845580543,755.642045700064,817.592020339045,656.465439059909,674.945347120029,784.829849560882,938.265511272834
"ABHD15",263.157670965677,397.746474592305,287.741660340024,484.554536824792,230.488515664728,334.606663593475,289.66561299949,477.623846236171
"ABHD15-AS1",0,0,0,0,0,0,0,0
"ABHD16A",25.530221810103,25.7694899031634,17.9304892200015,21.0023638252232,17.0732233825724,19.345567274141,20.768477913171,19.1049538494468
"ABHD16B",33.3856746747501,26.8899025076488,57.2067989400048,33.0037145824935,42.683058456431,45.1396569729956,56.8400448149943,67.9287247980332
"ABHD17A",1161.62509235969,1297.43779599406,1026.30704964009,945.106372135042,801.587837811775,1053.97516519486,1072.30930699056,1157.97248054147
"ABHD17AP1",186.567005535368,166.94147806832,139.174749660012,109.512325660092,126.341853031036,144.73350331024,149.751656531812,157.085176095452
"ABHD17AP3",36.3314694989928,32.4919655300757,17.9304892200015,33.0037145824935,14.5122398751866,25.7940896988546,21.8615556980747,33.9643623990166
"ABHD17AP4",88.3738447272797,79.5492949184611,74.2834553400063,57.0064160970343,69.1465546994183,85.9802989961821,54.6538892451868,89.1564512974186
"ABHD17AP5",0,0,0,0,0,0,0,0
"ABHD17AP6",106.048613672736,134.449512538244,94.775443020008,91.5102995241866,68.2928935302896,114.640398661576,112.587011845085,85.9722923225108
"ABHD17AP7",0,0,0,0,0,0,0,0
"ABHD17AP8",0,0,0,0,0,0,0,0
"ABHD17AP9",0,0,0,0,0,0,0,0
"ABHD17B",199.33211644042,219.600870479132,148.566910680013,261.029378970631,146.829721090123,227.847792339882,182.543990078924,225.013900893485
"ABHD17C",363.314694989928,553.483826615771,368.855778240031,585.065849416931,407.196377674352,701.455939310519,479.86114757274,607.112977882422
"ABHD18",144.34394638789,155.737352023466,141.736248120012,159.017897533833,162.195622134438,129.686950985908,154.123967671427,150.716858145636
"ABHD2",1384.52356739405,1445.33225978612,1352.47118688011,1869.21038044486,1184.0280415814,1887.2675629662,1730.34213350261,2407.2241850303
"ABHD3",63.8255545252576,126.606624306847,81.9679507200069,123.013845262021,57.1952983316176,85.2637965045472,54.6538892451868,113.568336771712
"ABHD4",1905.929251285,1821.79089489321,2239.60348686019,1905.21443271667,2410.73914161922,1633.62568092746,2015.63543536249,1975.23995076781
"ABHD5",586.213170024289,1590.98589836922,703.558243680059,1552.67475422186,1061.954494396,1394.31384872142,629.612804104552,1795.865661848
"ABHD6",67.7532809575811,110.920847844051,74.2834553400063,97.5109749028218,102.439340295434,125.387936036099,66.6777448791279,107.200018821896
"ABHD8",240.573243979817,266.658199867517,235.65785832002,214.524144786208,219.390920466055,205.636215099202,273.269446225934,265.346581242317
"ABI1",1152.78770788696,1216.76808847111,1012.64572452009,1341.15094712496,991.954278527457,1026.03156802111,1143.35936300931,1299.13686176239
"ABI1P1",0,0,0.853832820000072,0,0,0,0,0
"ABI2",1106.63692230716,832.466565132628,1233.7884249001,1087.62241237763,1166.95481819882,1089.08378728497,1117.12549617162,903.239762548848
"ABI3",0,0,0,0,2.56098350738586,0.71650249163485,0,0
"ABI3BP",8177.52643209762,8050.16456322736,6386.66949360054,6360.7159013533,4661.8436446114,5105.79675538994,7133.42562428178,10514.0929351456
"ABITRAM",274.940850262648,255.454073822664,281.764830600024,262.52954781529,361.952335710535,306.663066419716,289.66561299949,272.776285517102
"ABITRAMP1",0,0,0,0,0,0,0,0
"ABL1",6161.62084070756,6374.02730691725,6013.54455126051,4692.52814609272,6916.36279228008,5972.04826777648,5497.08818028089,5676.29406593565
"ABL2",1005.49796667483,1182.03529773206,956.292758400081,1375.65483055212,900.612533430695,1324.81310703284,881.020694632411,1516.72105838109
"ABLIM1",436.959565595994,1055.42867342522,669.404930880057,1512.17019541607,356.830368695763,950.082303907812,400.066469274767,1437.11708400839
"ABLIM2",0.981931608080886,1.12041260448537,0,0,3.41464467651448,28.660099665394,1.09307778490374,2.12277264993854
"ABLIM3",2148.46635848098,2384.23802234486,2319.8637719402,1842.207341241,2995.49704247233,1866.48899070879,1509.54042095206,1428.62599340864
"ABO",0,0,0,0,0,0,0,0
"ABR",4379.41497204075,3077.7734245213,4394.67752454037,3414.38429044342,5445.50459787147,3793.1641907149,4773.47068667461,3556.70557497202
"ABRA",0,0,0,0,0,3.58251245817425,0,1.06138632496927
"ABRACL",169.874168197993,227.44375871053,82.821783540007,132.014858329974,138.293109398837,243.610847155849,154.123967671427,204.847560719069
"ABRAXAS1",272.976987046486,250.972423404722,281.764830600024,253.528534747337,242.439772032528,199.904195166123,257.966357237282,253.671331667655
"ABRAXAS2",378.043669111141,435.840503144808,453.385227420038,526.559264475238,425.976923395182,477.19065942881,390.228769210634,434.107006912431
"ABT1",250.392560060626,266.658199867517,259.565177280022,228.025664388137,227.073870988213,261.52340944672,233.918645969399,263.223808592379
"ABT1P1",0,0,0,0,0,0,0,0
"ABTB1",876.864926016231,1216.76808847111,867.494145120073,1201.6352445717,700.002158685469,967.278363707048,832.925272096646,1506.10719513139
"ABTB2",249.410628452545,274.501088098915,257.857511640022,324.0364704463,151.951688104894,161.929563109476,253.594046097667,330.091147065443
"ACAA1",478.200693135391,593.818680377245,525.107184300044,573.064498659661,533.538230705388,487.221694311698,477.674992002932,502.035731710464
"ACAA2",687.35212565662,835.827802946084,735.150058020062,942.106034445725,841.70991276082,817.529342955364,938.953817232309,979.659577946636
"ACACB",350.549584084876,475.054944301796,420.939580260036,463.552172999568,201.464035914354,243.610847155849,332.295646610736,476.562459911202
"ACAD10",509.62250459398,456.007930025545,529.376348400045,463.552172999568,534.391891874516,528.77883882652,480.954225357644,544.491184709235
"ACAD11",0,0,1.70766564000014,0,1.70732233825724,2.14950747490455,1.09307778490374,2.12277264993854
"ACAD8",457.580129365693,452.646692212088,377.394106440032,409.546094591852,429.391568071696,389.777355449359,444.88265845582,408.633735113169
"ACAD9",519.441820674789,509.787735040842,520.838020200044,460.551835310251,484.025882895928,502.984749127665,462.37190301428,456.396119736786
"ACADL",11.7831792969706,19.0470142762512,17.9304892200015,30.0033768931759,8.53661169128621,5.7320199330788,8.74462227922989,20.1663401744161
"ACADM",446.778881676803,453.767104816574,422.647245900036,582.065511727613,332.074194791033,408.406420231865,442.696502886013,618.788227457084
"ACADS",278.868576694972,603.902393817613,401.301425400034,793.589318824504,267.195945937258,460.711102121209,482.047303142547,948.879374522527
"ACADSB",418.302865042457,555.724651824742,508.884360720043,745.583915795422,570.245660977919,666.347317220411,511.560403334948,627.279318056838
"ACADVL",3290.45281867905,3095.70002619307,2988.41487000025,2772.31202492946,3029.64348923747,3409.11885519862,4514.41125165243,3993.99674085936
"ACAN",5.89158964848531,4.48165041794147,335.556298260028,318.035795067665,133.171142384065,791.73525325651,196.754001282672,162.392107720298
"ACAP1",59.897828092934,58.2614554332391,84.5294491800071,46.5052341844227,48.6586866403314,47.2891644479001,62.3054337395129,53.0693162484635
"ACAP2",2133.73738435976,1733.27829913886,2056.88326338017,1968.22152419234,2509.76383723814,1908.04613522361,2224.4132922791,2056.96669779044
"ACAP2-IT1",6.8735212565662,3.3612378134561,6.83066256000058,4.50050653397639,13.6585787060579,4.2990149498091,6.55846670942241,5.30693162484635
"ACAP3",1671.24759695367,1401.63616821119,1166.3356321201,714.080370057588,1035.49099815302,676.378352103299,1165.22091870738,951.002147172465
"ACAT1",879.810720840474,1099.12476500015,1080.09851730009,1359.15297326087,844.270896268206,786.003233323431,1136.80089629988,1245.00615918895
"ACAT2",139.434288347486,198.31303099391,131.490254280011,126.014182951339,103.293001464563,124.671433544464,99.4700784262399,126.304972671343
"ACBD3",1241.16155261424,1267.18665567295,1109.12883318009,1380.15533708609,1265.12585264862,1331.97813194919,1236.27097472612,1216.34872841478
"ACBD3-AS1",0,1.12041260448537,0.853832820000072,1.5001688446588,2.56098350738586,2.14950747490455,2.18615556980747,2.12277264993854
"ACBD4",215.043022169714,253.213248613693,299.695319820025,292.532924708465,193.781085392197,204.919712607567,267.804057301415,262.16242226741
"ACBD5",663.785767062679,698.017052594384,677.943259080057,684.076993164412,781.953630921816,641.269730013191,745.479049304348,754.645677053151
"ACBD6",72.6629389979855,44.8165041794147,104.167604040009,60.0067537863519,70.8538770376755,60.9027117889623,62.3054337395129,50.9465435985249
"ACBD7",0.981931608080886,1.12041260448537,7.68449538000065,6.00067537863519,0,3.58251245817425,5.46538892451868,7.42970427478489
"ACCS",343.67606282831,350.68914520392,489.246205860041,459.051666465592,591.587190206134,545.258396134121,348.691813384292,305.67926159115
"ACCSL",0,0,0,0,0,0,0,0
"ACD",250.392560060626,243.129535173325,205.773709620017,207.023300562914,212.561631113027,186.290647825061,232.825568184496,227.136673543424
"ACE",49.0965804040443,42.575678970444,53.7914676600045,40.5045588057875,127.195514200164,126.104438527734,73.2362115885503,82.788133347603
"ACE2",0,0,0,0,0,0,0,0
"ACE3P",0,0,0,0,0,0,0,0
"ACER1",0,0,0.853832820000072,0,0.853661169128621,0.71650249163485,0,1.06138632496927
"ACER2",49.0965804040443,22.4082520897073,38.4224769000033,33.0037145824935,35.0001079342734,21.4950747490455,36.0715669018233,35.0257487239859
"ACER2P1",1.96386321616177,1.12041260448537,0.853832820000072,1.5001688446588,2.56098350738586,2.14950747490455,3.27923335471121,5.30693162484635
"ACER3",179.693484278802,339.485019159066,224.558031660019,459.051666465592,270.610590613773,430.617997472545,200.033234637384,348.13471458992
"ACHE",4.90965804040443,3.3612378134561,8.53832820000072,3.00033768931759,7.68295052215759,2.8660099665394,7.65154449432615,10.6138632496927
"ACIN1",4846.81441748725,4304.62522643278,4484.32997064038,3618.40725331702,5016.11302979977,3598.99201548185,4391.98653974321,3689.37886559318
"ACKR1",0,1.12041260448537,0,0,0,1.4330049832697,0,1.06138632496927
"ACKR2",8.83738447272797,25.7694899031634,6.83066256000058,36.0040522718111,7.68295052215759,7.1650249163485,13.1169334188448,98.708928222142
"ACKR3",1715.43451931731,1346.73595059141,1531.77607908013,1362.15331095019,1002.198212557,644.852242471365,1868.06993440048,2237.40237303522
"ACKR4",1435.58401101426,705.859940825781,1910.87785116016,438.049302640369,1824.27391842786,1031.04708546255,3334.9803217413,915.976398448479
"ACKR4P1",592.104759672774,267.778612472003,715.511903160061,174.01958598042,701.709481023726,423.452972556197,1323.71719751842,353.441646214767
"ACLY",3933.61802197203,4621.70199350214,3262.49520522028,3313.87297785128,3286.59550114519,3890.60852957724,3277.0471991414,3526.98675787288
"ACMSD",1.96386321616177,1.12041260448537,6.83066256000058,3.00033768931759,2.56098350738586,4.2990149498091,2.18615556980747,1.06138632496927
"ACNATP",0,0,0,0,0,0,0,0
"ACO1",2652.19727342647,2927.63813552026,3154.05843708027,3120.3511968903,3730.49930909207,3844.75237011261,2651.80670617646,2398.73309443055
"ACO2",1106.63692230716,1196.60066159037,1098.02900652009,1063.61971086309,1111.46684220546,1074.03723496064,932.395350522886,1189.81407029055
"ACOD1",0,0,0,0,0,0,0,0
"ACOT1",179.693484278802,327.160480509727,148.566910680013,229.525833232796,120.366224847135,301.647548978272,168.333978875175,253.671331667655
"ACOT11",36.3314694989928,30.2511403211049,56.3529661200048,33.0037145824935,34.1464467651448,40.8406420231865,49.1885003206681,32.9029760740474
"ACOT12",21.6024953777795,12.324538649339,35.860978440003,6.00067537863519,58.9026206698748,10.0310348828879,25.1407890527859,14.8594085495698
"ACOT13",313.236182977803,262.176549449576,312.502812120026,205.523131718255,433.659873917339,264.38941941326,337.761035535254,233.504991493239
"ACOT2",355.459242125281,615.106519862467,299.695319820025,447.050315708322,311.586326731946,664.197809745506,349.784891169195,509.465435985249
"ACOT4",4.90965804040443,29.1307277166195,5.97682974000051,6.00067537863519,2.56098350738586,2.8660099665394,4.37231113961494,14.8594085495698
"ACOT6",0,0,0,0,0,0,1.09307778490374,0
"ACOT7",493.911598864686,516.510210667754,566.091159660048,520.558589096603,484.879544065057,520.897311418536,568.400448149942,482.930777861018
"ACOT8",305.380730113155,308.113466233476,333.848632620028,253.528534747337,314.147310239332,260.806906955086,323.551024331506,304.61787526618
"ACOT9",747.249953749554,1117.05136667191,863.224981020073,1057.61903548445,720.490026744556,912.107671851165,824.180649817417,1118.70118651761
"ACOX1",827.768345612187,830.225739923657,840.171494880071,798.08982535848,869.027070172936,703.605446785423,773.899071711845,761.013995002966
"ACOX2",509.62250459398,439.201740958264,537.060843780045,388.543730766629,509.635717969786,369.715285683583,447.068814025628,354.503032539736
"ACOX3",347.603789260634,332.762543532154,352.63295466003,304.534275465736,396.952443644809,384.04533551628,268.897135086319,315.231738515873
"ACOXL",11.7831792969706,3.3612378134561,12.8074923000011,10.5011819126116,12.8049175369293,4.2990149498091,18.5823223433635,18.0435675244776
"ACOXL-AS1",13.7470425131324,8.96330083588294,5.97682974000051,16.5018572912468,10.2439340295434,6.44852242471365,7.65154449432615,11.675249574662
"ACP1",942.65434375765,956.832364230504,938.362269180079,1105.62443851353,971.46641046837,1037.49560788726,865.717605643759,944.63382922265
"ACP2",340.730268004067,440.322153562749,533.645512500045,693.078006232364,471.220965358999,571.052485832976,403.345702629478,577.394160783283
"ACP3",15.7109057292942,12.324538649339,17.9304892200015,10.5011819126116,12.8049175369293,18.6290647825061,30.6061779773046,6.36831794981562
"ACP4",1.96386321616177,0,1.70766564000014,1.5001688446588,0,0,2.18615556980747,0
"ACP5",22.5844269858604,6.7224756269122,65.7451271400056,24.0027015145408,82.8051334054762,35.1086220901077,30.6061779773046,10.6138632496927
"ACP6",200.314048048501,131.088274724788,116.97509634001,108.012156815433,187.805457208297,170.527593009094,159.589356595945,159.20794874539
"ACP7",2.94579482424266,0,1.70766564000014,1.5001688446588,0.853661169128621,3.58251245817425,0,1.06138632496927
"ACR",0.981931608080886,0,0,0,0,0,0,0
"ACRBP",6.8735212565662,4.48165041794147,9.3921610200008,3.00033768931759,9.39027286041483,5.01551744144395,5.46538892451868,6.36831794981562
"ACRP1",0,0,0,0,0,0,0,0
"ACRV1",1.96386321616177,0,0.853832820000072,3.00033768931759,0,0.71650249163485,1.09307778490374,1.06138632496927
"ACSBG1",2.94579482424266,1.12041260448537,2.56149846000022,1.5001688446588,0,1.4330049832697,1.09307778490374,0
"ACSBG2",3.92772643232354,0,7.68449538000065,0,9.39027286041483,2.8660099665394,10.9307778490374,3.18415897490781
"ACSF2",350.549584084876,435.840503144808,344.948459280029,355.540016184135,484.025882895928,448.530559763416,330.109491040928,377.85353168906
"ACSF3",292.615619208104,318.197179673844,281.764830600024,297.033431242442,336.342500636677,374.730803125027,300.596390848527,318.415897490781
"ACSL1",623.526571131363,1834.11543354255,619.028794500052,2319.2610338425,793.051226120489,1968.23234452093,873.369150138085,2699.10542439685
"ACSL3",3160.83784641237,2322.61532909817,3927.63097200033,2718.30594652174,2652.32525248262,1988.29441428671,2762.20756245174,2125.95680891345
"ACSL3-AS1",0.981931608080886,0,0,0,0,0,0,0
"ACSL4",3742.14135839626,2864.89502966908,3043.91400330026,2581.79058165779,6028.55517638632,4631.47210592767,3878.23998083845,3004.784685988
